word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,char_freq_$,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam
1.3134,0.5776,1.1505,1.4928,0.2808,0.5323,0.5538,1.34,23,81,0
0.8287,2.4505,4.205,1.6806,2.7578,4.6487,1.0,44.81,35,34,0
3.317,0.5745,0.7804,0.0568,0.1259,0.1994,0.5676,8.4,9,149,1
1.8398,1.8408,0.5259,3.5629,2.0258,3.0395,0.0698,7.36,57,3,1
2.4866,0.0638,0.1048,2.7641,0.3659,0.4723,1.0,28.1,27,30,0
0.8935,0.1987,0.9377,1.7184,1.2439,0.1163,1.0,16.32,12,57,0
2.6416,0.3096,1.102,2.0715,1.497,0.0824,0.7003,13.69,30,59,1
2.7617,1.5668,2.6096,3.1807,2.8094,0.2027,1.0,42.77,23,57,0
1.5992,0.0331,0.0393,2.9031,1.1666,0.8496,0.4904,4.59,30,57,1
1.0243,1.793,1.1455,0.2014,1.8774,0.4402,1.0,21.54,28,35,0
0.5368,1.3347,1.2243,0.642,2.3291,1.4742,1.0,26.54,22,20,0
2.0637,1.1471,1.0366,0.2985,0.5865,3.5938,0.81,1.91,6,33,0
0.1332,1.6243,3.7055,0.1406,0.8631,1.3061,1.0,20.88,21,37,0
1.3587,3.3951,1.5602,0.8959,3.5823,2.0844,0.5763,27.03,40,23,1
3.4434,4.2593,0.0781,0.5558,7.4983,0.253,1.0,95.4,101,72,0
0.5041,4.0711,2.627,1.0931,0.4688,2.2715,1.0,25.32,62,35,1
1.2376,0.6094,1.657,2.0487,1.4069,0.0752,1.0,1.52,30,26,0
1.8202,0.4309,1.5498,1.6923,2.1988,1.5696,0.2234,8.86,15,4,0
2.5352,1.3907,2.2657,0.7351,3.1347,0.5212,0.5694,50.87,36,51,0
2.0368,3.7435,2.8975,1.3304,3.539,2.8177,1.0,62.03,25,34,0
0.6557,2.2245,0.0832,4.1525,4.0203,1.0587,0.4924,11.81,10,62,1
2.0318,6.1795,11.2574,3.8128,3.2516,3.3758,1.0,38.28,53,9,0
1.3534,1.9822,2.9481,2.1314,0.9772,0.9352,0.3423,6.71,57,137,0
2.1052,3.1622,0.2477,1.1142,2.3632,0.602,0.0748,27.53,14,69,0
1.2556,5.6797,0.9248,3.5535,3.1183,0.7172,1.0,22.9,44,166,0
1.4414,1.9875,0.8486,2.3159,0.031,0.4474,1.0,33.92,56,139,0
0.1002,3.213,1.0689,1.7218,1.7362,0.4649,1.0,20.33,7,91,0
0.4271,3.8462,1.7948,1.017,3.3259,3.7367,0.0413,22.68,54,88,0
1.1106,7.3132,3.8575,0.8741,5.4283,2.75,0.971,49.57,51,187,0
2.5541,2.2195,3.2012,1.632,0.3557,0.005,1.0,23.31,11,3,0
1.3077,1.6652,3.5414,3.0543,0.4881,1.4318,1.0,0.68,34,6,0
1.4168,4.8902,3.4994,2.9964,0.6274,0.9576,1.0,33.25,27,74,0
0.0011,1.5287,1.1371,3.6038,0.2495,0.9696,1.0,3.02,14,92,0
0.599,2.0817,1.403,1.6364,1.4365,1.7369,1.0,9.05,50,181,0
1.2425,3.2349,1.3793,0.3674,0.0811,2.0258,1.0,38.19,43,252,0
3.7492,3.2485,0.6574,2.8245,1.0662,3.1666,1.0,9.71,29,58,0
1.1091,1.5337,1.8352,2.8511,0.3215,1.0365,1.0,19.24,102,22,1
2.8939,0.4453,1.5098,1.7315,0.0085,0.5548,1.0,13.37,6,18,0
1.1155,0.6025,1.0182,0.6625,1.0821,0.918,1.0,9.96,31,13,0
2.3738,6.3619,2.049,0.1411,2.2483,5.0123,1.0,5.52,38,175,1
0.4211,1.7888,3.3795,0.6422,2.9085,0.259,1.0,45.71,34,18,0
0.2983,0.252,3.4575,0.0567,2.4754,2.2464,0.653,48.38,22,112,0
0.831,2.1912,2.2295,2.5533,0.8694,0.2035,1.0,3.88,37,56,1
1.5057,0.5309,0.7561,1.1449,1.7679,0.1738,1.0,8.38,12,52,0
1.1625,4.0463,1.0748,1.5833,3.6444,1.0021,0.6861,42.56,47,86,0
0.2356,1.7075,1.8828,0.2785,1.3781,1.2993,1.0,0.25,32,16,0
0.1743,1.6309,0.1272,0.9424,0.8656,1.8766,1.0,15.12,2,113,1
1.3634,1.0063,2.5561,0.1235,1.9289,0.0555,1.0,28.09,35,6,0
2.9965,1.2666,2.2068,2.0863,1.0545,0.6673,0.4503,3.34,2,52,0
1.6906,0.0644,4.7954,0.3747,1.0093,0.3764,0.1682,36.93,72,121,0
0.151,2.7082,2.0688,1.0705,2.0074,3.3485,1.0,15.1,59,6,0
0.3313,2.627,2.0858,1.8206,2.5788,2.2119,1.0,28.35,63,15,0
0.3409,3.4836,0.4483,0.7032,2.434,2.7995,1.0,26.12,20,87,0
1.1277,2.6123,0.034,1.6747,1.8116,1.3628,0.357,21.5,11,89,0
3.8813,1.8657,0.4197,1.3132,0.8035,0.7331,1.0,13.68,45,62,1
2.5293,4.355,3.4131,2.1986,1.0228,4.103,0.9856,1.42,5,3,0
2.3229,3.8759,2.1613,0.987,4.2045,1.4057,0.6687,65.61,9,129,0
0.3154,0.0086,1.3594,0.8717,2.7221,3.5815,0.8464,9.2,2,107,1
1.146,2.5563,1.7273,0.9148,0.5341,2.1312,1.0,17.4,40,69,1
3.6851,0.4777,0.0026,2.9971,2.5021,1.8053,0.5103,3.92,17,36,0
1.4697,2.9477,1.9345,0.0069,0.1578,1.3466,1.0,28.82,66,143,0
3.1726,2.7393,3.9313,4.7673,0.3906,0.1679,0.7336,31.45,44,44,0
1.6149,3.5279,1.201,1.7873,0.8275,2.9832,1.0,10.74,10,95,1
1.0103,1.4597,0.9526,1.6804,0.4856,0.2056,1.0,3.16,10,41,1
1.4269,1.2837,1.9902,0.1272,0.9527,3.757,1.0,7.77,67,11,0
0.4592,3.4528,1.2877,1.0992,0.5029,0.7298,1.0,15.19,45,116,0
1.3873,4.4114,4.3398,0.374,3.5728,5.9461,1.0,39.55,1,11,0
0.8561,2.6346,0.4859,0.6577,0.7338,1.3761,0.5693,30.09,8,192,1
0.2003,1.8616,0.2327,0.9247,0.3818,1.2959,1.0,16.06,9,142,1
0.5013,0.101,2.9047,2.0832,0.2334,0.2257,1.0,12.81,37,63,0
0.4399,0.2031,1.7133,0.3006,0.3681,0.8463,1.0,15.33,36,63,0
1.4499,3.7587,0.4547,4.0233,4.6106,0.6054,1.0,19.48,19,29,1
0.5649,1.4814,1.9191,2.844,2.0889,1.7652,0.8878,19.08,50,8,1
2.0155,2.0789,2.8373,2.2397,0.5015,1.3676,0.8724,2.88,27,45,0
2.0011,0.0212,1.9096,0.7038,0.7864,1.3558,1.0,10.02,5,64,0
1.8028,4.4134,4.1143,0.7365,0.8229,0.3873,1.0,28.19,68,91,1
0.7847,2.1335,2.3846,2.0295,1.3255,1.6754,0.9746,10.87,30,46,1
1.5629,3.556,0.5503,1.4878,0.3752,0.2109,1.0,53.89,10,260,0
0.2874,2.0705,1.7252,0.3893,1.7535,3.4657,0.4957,14.17,6,79,0
2.5236,2.0404,0.8104,1.01,1.6799,2.7351,0.073,8.28,3,113,0
3.2743,1.6871,2.2384,0.3638,0.9169,1.1121,1.0,14.2,22,86,0
0.3515,0.154,2.6777,2.613,0.3483,0.3792,0.025,10.65,30,138,0
3.5229,3.0552,1.688,1.5101,3.2556,4.6616,1.0,11.4,17,55,0
3.667,1.0556,2.7269,2.1563,2.1939,0.6885,1.0,37.99,4,28,0
1.2499,3.4864,1.6332,0.2355,0.2741,4.0727,1.0,7.87,6,42,1
0.6336,5.7752,1.8074,0.0632,0.0506,2.8285,1.0,36.49,13,262,1
4.5008,6.0959,4.1706,1.1725,0.6496,4.1822,1.0,27.56,90,54,1
3.0448,1.6295,1.0126,2.2336,1.8261,2.5143,0.4507,0.91,7,33,0
3.7346,2.6541,0.449,0.8521,1.1484,3.3995,0.4105,17.47,12,117,0
1.772,3.4021,0.8327,1.8951,3.1523,0.3566,1.0,28.29,0,110,0
1.5344,1.7376,2.6552,0.7217,1.937,0.0876,1.0,1.8,18,10,0
1.5918,0.0751,1.4035,0.596,2.746,1.2397,1.0,12.04,21,22,0
3.3126,2.0754,0.719,1.3774,0.6243,2.3545,0.0879,14.14,14,29,0
0.9028,2.0709,0.443,0.3384,1.8302,0.559,1.0,21.87,11,87,0
1.8542,0.2345,1.6453,0.9025,0.532,1.1296,0.5794,12.32,7,71,0
1.5245,0.5338,1.7968,3.0042,1.0965,0.7684,0.801,21.46,42,47,0
2.3374,0.4841,0.0731,2.6722,0.9497,0.3612,1.0,21.3,71,201,1
3.2588,0.8074,0.7665,0.0454,0.1815,0.6141,0.4542,16.15,31,142,1
0.7836,1.0132,4.2367,0.8747,0.5147,0.3322,0.4298,13.0,63,62,0
0.5013,2.0677,2.004,1.3719,0.4652,0.2941,0.9487,13.62,15,154,0
1.2268,1.6035,2.3978,1.766,2.4407,1.8528,1.0,33.46,33,54,0
1.0438,6.7559,0.7303,2.7662,5.1235,1.5092,1.0,57.76,3,204,0
3.8487,0.2934,2.2146,3.9141,0.8795,1.0552,1.0,37.43,10,114,0
0.1581,2.123,3.4231,1.6998,0.7133,0.7903,1.0,19.23,6,136,0
2.2455,1.0608,0.8893,1.6297,1.5415,0.4469,1.0,5.73,38,46,1
2.2421,0.2079,1.369,0.9075,1.3834,0.7337,1.0,20.42,35,15,0
0.5174,0.5897,1.2194,1.6685,0.6028,1.2828,1.0,6.17,5,47,1
1.762,1.9398,0.6569,1.063,4.4791,1.7395,1.0,31.48,72,130,0
0.3031,0.3661,0.4366,1.6612,0.7392,1.1782,0.0874,8.99,19,33,0
0.9287,0.2697,0.292,2.529,0.1953,0.6194,0.8493,0.17,43,38,0
1.4513,1.035,0.1778,1.5835,4.0838,2.0171,0.0453,26.16,28,12,0
0.138,1.9647,0.8846,1.6398,1.5191,1.6934,1.0,35.75,7,101,0
0.2345,1.7413,0.9401,2.0384,0.7662,0.5152,1.0,15.27,18,114,0
1.3899,1.0411,0.9504,0.3982,1.1977,0.8276,1.0,0.95,9,15,0
0.3398,0.0136,1.688,2.698,2.6765,3.396,0.5536,51.54,25,70,0
0.9463,3.4923,4.9735,0.9685,1.7262,2.2384,1.0,1.72,53,38,0
0.397,1.5447,3.6771,1.637,1.3017,0.9613,1.0,34.8,47,164,0
3.1145,4.3827,3.228,0.0854,3.7862,5.1994,1.0,22.51,7,54,0
1.5668,1.7899,0.2309,1.7199,0.1294,0.4557,0.0303,21.22,2,192,0
1.9129,1.7225,3.1195,0.3462,1.6411,1.281,0.2017,5.94,1,30,0
1.7793,0.9477,0.8515,1.7946,2.8838,1.1647,0.5694,18.19,5,81,0
1.0483,2.0931,0.4937,0.6853,2.8167,0.8665,0.658,26.5,28,81,0
2.3565,0.2234,0.882,0.0245,2.763,3.7583,1.0,5.12,0,150,0
1.5835,2.4569,0.1787,1.5455,0.2226,0.7136,1.0,36.74,34,197,0
1.7071,5.5174,0.2449,0.9164,0.6782,3.2631,1.0,29.54,46,257,0
0.0685,0.4524,3.3963,1.0258,0.7457,0.5153,1.0,33.12,37,116,0
2.9516,1.1977,0.9374,0.0273,0.6222,1.799,1.0,10.82,7,6,0
1.1237,0.6486,0.2961,1.3861,0.048,1.3455,0.3047,5.71,34,94,1
0.6809,1.0237,1.4934,0.3053,0.8821,3.2524,0.4671,9.25,15,113,1
2.5396,2.052,0.3763,0.5793,0.0453,0.4822,1.0,0.34,55,35,1
1.1045,0.2786,1.5369,1.2908,0.8493,2.6212,1.0,14.21,52,64,0
2.7468,0.2968,0.401,6.5359,1.6176,1.9407,0.8178,42.06,6,73,1
0.3408,0.1996,3.2443,0.0214,1.385,2.3035,1.0,28.87,63,18,0
0.1335,1.2535,1.6343,0.031,0.2415,0.6573,0.8731,18.15,45,120,0
0.7408,1.125,2.5905,4.4852,3.0726,1.9655,0.3541,28.46,62,10,1
1.1088,1.539,0.5036,3.9353,0.982,0.2982,0.0303,1.03,9,64,0
0.404,1.793,0.4699,1.6696,0.5418,1.0858,1.0,38.36,34,170,0
0.3484,2.4795,0.5284,1.6542,1.9083,0.8361,1.0,29.07,10,109,0
0.8071,3.9893,3.7336,0.8258,0.2107,1.1087,1.0,4.59,4,91,0
0.4751,2.8994,1.1352,0.0002,0.4271,0.4147,1.0,7.15,40,87,0
2.2159,0.4815,2.6966,2.4247,4.636,4.1647,1.0,4.22,30,125,1
2.369,0.2347,0.1487,1.867,1.7552,1.9973,1.0,0.04,4,19,0
3.3516,0.1213,2.096,3.0842,0.0101,2.5466,0.8958,1.26,55,37,0
3.8464,1.4322,1.2705,4.7898,1.0963,1.8326,1.0,42.51,15,69,0
3.4812,0.9382,1.4945,1.4058,0.4064,2.797,1.0,25.05,6,115,0
0.0729,0.198,2.3943,0.5745,0.5775,0.6768,1.0,19.86,35,13,0
0.4,1.5262,1.013,1.9355,0.236,0.7881,1.0,1.32,13,67,1
0.4254,1.4122,0.7926,2.5493,2.0596,3.702,0.9194,10.1,12,161,1
0.8823,0.7988,1.658,0.1398,0.7408,0.4727,1.0,3.42,35,79,0
0.3434,4.2435,4.7205,0.6236,1.6201,1.1122,1.0,16.9,19,90,0
0.6971,1.6632,0.3177,1.5728,1.2269,0.8146,1.0,22.8,16,36,0
1.6167,0.8917,0.8796,2.033,2.6505,0.912,1.0,17.42,41,47,1
1.0621,0.2086,0.7551,2.5428,1.8971,0.607,1.0,14.74,9,42,0
0.1364,1.5928,1.7389,0.9882,0.6411,0.8361,0.9826,17.12,44,126,0
0.7814,2.3323,0.1438,0.9336,1.4649,0.4832,0.2816,30.72,18,124,0
2.0398,2.7586,3.5476,2.4133,3.7475,2.7202,1.0,27.0,11,25,1
3.5286,4.4082,2.0129,0.9912,3.0424,2.2164,0.7094,30.8,57,79,1
0.6977,0.2713,4.19,2.3505,2.7378,2.8884,1.0,43.62,30,21,0
2.0806,2.2637,3.3628,0.7358,3.9524,3.6981,0.9611,28.84,5,54,0
2.5654,2.173,1.7212,1.8251,1.2958,1.6259,1.0,26.2,0,57,0
1.5602,2.5884,1.8791,2.7434,0.7978,2.529,0.6967,0.7,23,22,1
2.2476,3.1737,0.9682,2.485,2.1515,1.0352,0.4031,19.6,14,124,0
1.1457,1.8167,1.0524,2.4425,1.6743,0.2182,1.0,4.74,21,47,0
1.4637,1.1195,0.596,1.2659,1.5651,0.8074,0.1775,20.99,20,147,0
0.5698,0.8556,1.7232,0.617,1.1867,0.2166,0.0887,0.82,17,166,1
0.1241,2.3688,1.6414,0.4103,0.3193,2.5303,0.0399,2.54,16,18,0
0.1629,0.5789,1.9588,3.578,4.1811,5.2949,1.0,35.91,7,144,1
2.5046,2.4728,0.1747,2.009,3.1207,0.1388,1.0,40.56,55,94,0
3.7924,2.6546,0.9855,2.035,1.4567,2.3358,1.0,20.78,9,61,0
2.6475,1.0785,2.5398,1.7823,3.1252,0.2789,0.2758,48.01,43,41,0
0.0356,0.9712,1.3353,0.1471,0.3929,1.1506,1.0,16.71,51,58,0
1.9699,2.1538,1.4051,0.0657,1.936,0.63,0.6822,1.31,34,7,0
2.1295,1.2353,0.0566,1.1046,0.186,1.3202,1.0,9.02,8,98,1
0.1283,3.3778,1.4767,1.3104,0.1446,3.4523,1.0,13.48,38,118,1
1.8036,0.3629,0.972,1.4323,0.5549,0.7348,1.0,15.27,27,3,0
0.9414,1.7582,1.1034,2.4049,1.0265,0.4992,1.0,11.32,17,31,0
0.7603,0.2937,1.1749,2.6939,0.282,0.9866,1.0,6.02,3,72,1
3.0467,4.9476,3.0609,0.113,0.5237,3.2975,1.0,22.77,73,46,1
2.4505,0.5266,1.4567,0.4862,1.3326,1.3929,0.4964,30.15,45,54,0
1.7979,0.6366,0.2294,1.0331,1.7937,0.4999,0.437,13.91,18,68,1
1.3198,0.6314,1.7624,0.9995,2.6673,0.9315,1.0,12.14,7,138,1
2.4524,0.57,1.4471,0.4485,0.3074,1.9442,0.662,10.32,25,6,1
1.8344,3.5709,4.1029,2.6636,1.2932,0.2778,1.0,37.04,69,14,0
3.5548,1.8023,0.596,1.5638,1.7893,1.9545,1.0,8.73,2,37,0
0.1844,0.1597,1.0346,2.0769,1.3733,2.1436,1.0,41.53,9,173,0
1.4814,0.91,1.6602,1.2195,0.5008,0.3612,1.0,3.34,16,61,0
2.0437,0.8066,0.5415,1.9739,0.6196,1.1518,0.8405,10.92,4,38,1
0.6927,0.5242,3.1497,2.6014,1.0789,1.1889,1.0,23.27,84,53,0
1.0397,0.5396,0.6425,1.5471,2.4529,1.0996,1.0,15.86,26,84,1
0.4162,0.3321,0.6255,4.1802,2.2743,1.0398,0.5605,47.07,51,17,0
0.4767,0.8639,0.1883,0.1122,1.8455,2.1284,1.0,17.77,13,0,0
1.0367,0.6104,0.5427,1.6697,0.5439,0.9144,1.0,4.46,21,48,0
2.6878,3.5909,0.4298,1.867,3.403,1.6772,1.0,1.35,25,112,1
0.2472,0.4116,1.8347,0.8474,0.2219,0.4654,0.2837,3.42,41,90,0
0.7387,3.9513,2.1638,0.625,1.5355,2.0593,1.0,3.39,3,123,1
0.5808,4.0968,2.494,0.3195,2.6141,1.5271,1.0,8.17,18,60,1
2.2104,2.7043,3.9476,1.5107,0.2717,0.1765,0.8201,1.53,23,195,0
1.1296,1.7769,0.8422,2.7034,1.8864,3.2711,1.0,25.07,63,109,1
2.1179,6.3881,1.0062,1.4256,5.7489,1.7174,1.0,73.43,42,243,0
0.4287,2.8827,1.5897,1.8658,0.3678,2.166,1.0,1.77,9,139,0
2.954,5.73,1.8182,1.4312,3.1222,0.1672,1.0,22.37,100,96,1
1.8247,2.8751,0.1033,1.5924,2.9015,0.5775,0.9908,34.04,18,97,0
0.3795,0.9098,2.4506,1.3415,2.6998,0.3442,0.3643,31.23,74,90,1
1.2743,1.3615,1.7699,0.2635,1.452,0.5855,1.0,5.77,38,6,0
1.9675,0.8221,0.3482,1.8668,1.2163,1.3579,0.33,30.45,50,45,0
0.6803,1.5749,1.0126,1.6721,1.9424,0.9596,0.9096,29.43,13,17,0
1.1333,1.788,2.207,0.8412,0.0158,1.3366,1.0,0.06,13,58,0
1.5389,0.5537,0.2972,1.6619,3.2108,2.677,0.1223,22.74,16,47,0
0.1803,5.0948,2.0753,0.9701,0.9522,3.3891,0.0096,17.64,5,219,1
1.0916,1.0817,0.8914,0.3392,0.9362,1.5809,0.5771,20.39,25,11,0
1.7061,2.1491,1.6278,0.8662,0.2584,0.8296,1.0,15.29,40,99,1
0.8309,1.3202,1.551,1.8581,0.7155,2.0243,1.0,12.07,5,16,0
1.9772,0.6108,1.8642,1.4151,1.962,1.4651,0.0364,12.82,14,27,0
4.4279,0.668,0.1343,0.155,1.3841,0.9896,0.3199,12.78,13,116,1
0.7434,3.0221,2.0894,1.4549,0.2151,1.8919,0.8649,5.25,6,120,0
1.8081,0.8519,0.0738,0.2598,4.855,3.5139,1.0,38.76,19,55,0
0.0106,4.0518,2.5175,0.0455,0.176,2.2595,1.0,31.64,75,129,1
2.2941,4.3528,3.3786,1.6386,4.4551,2.8888,1.0,34.07,22,26,1
0.2372,4.5169,0.4146,1.6589,1.8347,2.3098,1.0,22.32,13,77,0
0.7391,0.748,0.0631,1.6992,1.2958,0.9485,0.6366,7.69,38,15,0
1.6788,2.6282,0.5331,0.7764,3.3394,2.6729,1.0,10.41,58,208,0
0.9002,0.6812,1.0358,1.3369,1.4388,0.108,1.0,3.17,36,3,0
1.0141,2.4305,1.0696,1.2642,0.8019,0.2897,1.0,40.65,49,192,0
1.5837,2.0773,2.4332,0.3831,1.4822,0.6639,1.0,4.76,12,74,0
0.5128,0.1186,1.062,2.2814,2.1438,0.4305,0.3262,21.12,47,32,1
0.132,0.3075,0.9367,0.021,0.7073,1.3687,0.9813,6.48,31,44,0
0.4696,2.4817,1.1303,1.6828,3.8952,1.1804,1.0,43.05,9,88,0
0.5078,0.5917,0.2206,0.0846,1.0384,0.4899,1.0,12.72,45,58,1
2.0559,0.4977,4.6287,1.083,0.7385,0.8551,1.0,23.48,80,159,0
0.6287,0.3449,0.3198,1.3015,0.307,2.0711,1.0,8.48,33,2,0
1.3223,0.2939,0.2667,2.0061,0.632,2.2976,1.0,12.77,3,17,0
1.3955,2.0719,1.2996,0.0833,2.8111,1.4859,1.0,24.82,65,11,0
1.8634,1.3644,1.4954,2.0075,0.6843,2.6801,0.5335,2.33,10,65,0
1.3247,0.3748,0.181,4.8741,2.6861,2.3103,0.5494,17.8,40,140,1
2.5659,0.0389,2.3618,2.0168,0.1644,0.1372,1.0,16.37,4,42,0
0.2484,0.4182,1.7762,0.751,0.8175,1.2996,0.9121,12.6,13,100,1
0.6545,2.1223,0.5691,0.4341,0.7623,0.4851,0.9429,26.7,12,149,0
0.2667,1.2476,3.0763,0.6148,0.979,2.1467,1.0,16.74,31,45,0
1.8929,3.229,4.83,0.6577,0.9737,1.4803,1.0,5.08,72,37,0
0.296,3.4018,0.6453,0.7181,3.9681,3.2011,1.0,45.82,74,24,0
0.4583,4.0031,1.7779,1.7558,1.9493,2.1328,0.3716,13.6,14,95,0
2.9037,0.6462,1.4402,0.7475,0.599,0.2083,0.2794,12.22,28,68,0
1.9056,2.1321,1.293,1.722,1.2464,1.1323,1.0,20.56,7,27,0
3.5377,1.8146,0.377,1.0593,4.0364,5.0638,1.0,8.55,15,192,0
1.4288,4.005,1.921,1.7715,2.1226,1.3147,1.0,6.03,9,163,1
1.5685,0.8224,1.1044,4.1405,0.3536,0.9288,0.4581,7.5,16,105,1
2.0004,3.648,3.5322,1.6254,1.3984,3.2314,1.0,0.85,20,39,0
1.3471,0.3036,0.3883,0.3073,1.9007,2.1834,0.6725,13.71,13,17,0
3.1988,3.3699,2.0208,3.7392,2.0181,4.7707,1.0,25.86,78,51,1
1.0367,2.8418,1.7392,0.602,1.6061,1.1898,1.0,14.97,21,82,0
1.2055,0.3909,0.5752,1.9737,0.1004,0.1315,1.0,7.43,19,9,0
1.6537,1.3196,0.1433,3.4579,0.8701,0.0203,0.616,17.06,46,27,1
0.3025,1.155,0.5009,2.607,0.1568,0.7314,1.0,8.22,13,89,0
1.5479,0.1936,0.1265,0.2064,2.3391,2.0734,1.0,16.97,11,51,0
1.6358,0.799,4.4271,0.3168,1.4069,0.2026,1.0,49.92,45,161,0
0.5052,0.4318,1.287,2.6935,2.2775,3.3446,1.0,48.29,31,60,0
1.1869,0.7048,1.6652,0.4146,0.8945,0.5431,1.0,13.72,1,52,0
0.8864,3.1685,3.0413,1.4152,1.3827,3.4886,0.9557,5.0,47,23,0
1.241,4.3402,3.3262,1.0175,2.2584,4.4231,1.0,9.33,46,17,0
2.9221,2.3586,2.2435,2.1305,1.5551,3.6235,1.0,7.88,4,23,0
0.792,3.1639,3.9599,1.2334,0.2681,0.3495,1.0,1.37,9,65,0
1.6963,1.4924,1.5171,0.1333,0.0966,0.1211,0.2866,4.57,4,14,1
1.4634,3.8664,0.8778,1.4202,3.4895,0.3912,0.651,39.09,21,103,0
1.9926,1.6324,1.9844,1.4947,1.6323,3.0696,1.0,52.16,55,33,0
2.2412,0.7973,0.7297,1.0896,1.7579,0.1261,1.0,4.31,36,73,1
0.2763,0.3577,4.3859,2.5758,0.5275,0.3819,1.0,14.01,51,90,0
0.3467,0.3424,1.6662,2.491,3.1268,0.9627,0.25,24.57,53,69,1
2.0646,2.7876,2.1921,1.5916,3.8973,2.8943,1.0,33.28,8,5,1
0.01,2.0351,2.5668,2.0443,1.5566,0.5316,1.0,1.96,2,43,1
3.4165,5.0246,0.2999,1.1875,0.9115,2.4904,1.0,46.12,53,299,0
0.8274,3.8353,1.5205,2.5169,1.5037,1.4397,1.0,11.97,7,204,0
2.9526,0.2707,2.2659,0.7877,0.3411,1.7663,0.7719,31.41,14,104,0
0.2138,1.2552,0.5031,1.1731,0.3055,2.8712,1.0,2.05,36,94,0
0.9627,0.1676,3.3551,0.8933,3.1174,1.8896,0.4887,33.4,34,33,0
1.7437,1.7904,3.7668,3.4435,1.0949,1.9386,1.0,1.98,37,64,0
1.96,0.7895,0.0099,2.2466,0.6772,1.904,0.5653,3.65,8,33,0
3.0243,3.0865,0.6508,1.196,2.1478,1.977,1.0,0.52,25,23,1
1.9804,1.8099,1.1303,1.5641,1.8933,1.0899,1.0,18.36,8,51,0
0.5616,2.1509,4.3228,2.644,2.2703,0.1558,1.0,39.56,34,222,0
0.5999,1.4299,1.083,0.6609,0.759,2.0375,0.9557,1.4,53,139,0
1.9984,0.0485,0.9131,1.3943,1.1205,0.0929,0.1712,10.34,11,72,1
1.4967,0.4128,1.2293,0.4805,1.0848,0.6101,1.0,11.73,13,28,0
1.5905,0.6729,0.054,0.0122,1.8959,3.0013,1.0,9.48,1,66,0
0.3804,3.5647,2.6819,2.4062,2.0621,0.0229,1.0,6.39,5,119,0
0.6576,5.0497,1.8333,0.4877,2.3832,2.4073,1.0,29.46,0,181,0
1.6073,0.4767,0.3617,2.631,1.0581,0.0533,0.7132,8.22,0,111,0
1.0074,1.4657,0.0777,1.6568,0.8295,0.9122,1.0,5.54,35,105,0
0.2969,3.6522,2.359,0.1734,0.1,0.4376,1.0,10.07,19,116,0
1.1528,0.0888,2.2919,3.428,2.9473,0.6007,1.0,20.64,51,70,1
0.9074,1.5002,4.9998,0.4701,2.4055,2.5862,1.0,34.91,40,65,0
0.9398,1.2416,0.8774,2.1555,1.7123,1.2052,0.3439,21.82,17,18,0
2.1614,1.6874,2.2687,0.1935,0.2729,0.8962,0.5066,11.27,25,8,1
2.2354,1.3575,0.4282,0.4568,0.7539,0.9617,0.6335,10.4,43,37,1
1.2447,1.9316,0.6337,0.7017,0.0943,0.7315,0.6516,15.76,49,114,0
2.5443,0.6848,1.5859,3.8595,2.1462,0.2865,1.0,1.44,12,38,1
1.0754,1.3758,0.4154,1.6766,0.4615,0.199,0.0436,21.35,49,171,0
0.7748,2.7505,2.3725,0.6048,0.4017,1.8834,0.1325,5.66,35,58,0
0.4444,1.082,2.1836,0.1801,1.0223,0.447,0.0998,24.99,38,118,0
2.3299,3.778,2.2577,0.4955,2.7715,5.3386,1.0,26.48,13,7,0
0.8826,3.4031,4.2033,0.7105,1.1483,2.8272,1.0,0.3,47,79,0
1.366,0.3706,0.0202,0.0296,1.4758,2.7752,1.0,17.63,8,24,1
0.8359,0.86,1.1458,0.2533,1.1171,2.5059,0.2211,11.92,21,30,0
1.2515,1.193,1.0008,3.0433,0.6523,1.023,0.0064,8.7,18,133,0
1.1146,0.8183,1.4945,2.8021,1.4266,0.9872,0.7852,20.8,19,78,0
0.1735,0.4151,0.7741,1.5384,1.9434,2.6039,0.1424,37.82,20,107,0
0.4872,4.4952,3.5673,1.5515,2.8388,0.7616,1.0,16.26,29,120,0
1.3505,0.799,0.3803,3.0763,0.0542,0.1246,0.9417,3.79,56,71,1
2.5655,2.2718,2.2533,0.9952,1.5,0.1197,0.5647,3.55,23,75,0
0.7418,4.2321,2.3145,2.9816,4.3044,1.6562,1.0,1.73,56,21,1
0.5941,0.7004,4.424,0.3688,5.2321,2.4388,1.0,48.85,31,21,0
0.3164,4.2359,0.7233,3.6422,0.9261,3.4402,1.0,4.59,42,121,0
3.3954,4.7813,5.5861,2.7467,2.3412,3.4624,0.705,19.9,58,271,0
0.9344,0.9521,0.5725,1.8764,1.7648,1.1506,1.0,19.24,29,109,0
2.6214,0.0368,2.505,5.5928,2.1583,0.6474,1.0,8.57,1,48,0
0.0193,3.0203,3.2628,1.7566,0.9038,0.9734,1.0,24.77,64,30,1
2.091,0.981,1.2439,2.2282,0.326,1.1522,0.1747,14.04,35,16,0
1.1082,3.5176,0.5185,2.3775,1.3428,1.0445,1.0,17.98,9,128,0
1.7188,2.4613,3.477,3.1986,2.3799,3.3951,1.0,10.79,4,66,0
